area	vertices	type	avg_x	avg_y
142.9	7	0	334.365	262.604
63.87	5	0	235.62	261.562
92.23	5	0	36.33	266.661
64.74	4	0	69.742	262.638
939.6	8	0	252.043	275.685
109.8	7	0	324.488	266.744
105.2	5	0	434.882	264.364
131.9	7	0	132.884	264.039
213.3	8	0	343.682	269.053
112.4	5	0	196.002	264.946
173.2	7	0	468.143	269.915
114.5	6	0	229.312	268.961
77.29	6	0	47.189	268.487
1.299	3	1	0.333	263.705
4.547	5	0	2.536	264.117
49.36	6	0	454.9	267.319
54.56	5	0	362.23	267.591
332.3	9	0	145.282	272.781
180.3	4	1	5.043	274.604
14.72	4	0	41.059	266.608
63.44	5	0	55.525	269.161
4.98	4	0	459.75	266.152
42.0	4	0	429.169	269.528
13.21	5	0	187.664	268.482
62.57	5	0	216.838	273.666
72.75	4	0	236.857	271.911
4.763	4	0	353.511	268.33
730.7	12	0	440.473	284.598
59.54	7	0	352.355	272.88
309.8	7	0	392.442	279.076
14.94	5	0	493.707	270.658
8.227	4	0	66.184	269.927
102.2	5	0	193.315	273.265
122.5	6	0	454.864	276.437
19.92	5	1	498.215	271.165
109.3	5	0	180.607	275.182
16.45	4	0	424.74	272.109
58.02	5	0	223.028	274.45
9.526	5	0	316.943	271.519
54.13	6	0	330.959	272.907
612.3	10	0	205.92	287.259
74.05	5	0	358.587	275.509
177.8	6	0	378.241	279.352
118.2	6	0	312.385	278.864
186.0	7	0	37.522	281.009
4.33	4	0	496.225	272.841
148.5	7	0	45.787	283.233
12.99	4	0	422.184	275.945
68.85	7	1	496.738	278.837
171.3	7	0	26.017	281.892
9.526	5	0	492.602	275.849
11.69	3	0	310.597	275.196
131.6	9	0	323.891	281.032
1.299	3	0	325.875	274.602
54.34	6	0	333.504	278.27
4.98	3	0	372.337	275.453
30.96	4	0	462.42	277.043
181.9	7	0	116.285	283.242
89.42	9	0	359.572	280.597
151.8	8	0	481.698	280.625
22.73	4	0	139.838	277.211
71.66	7	0	185.157	280.945
1.083	3	0	158.0	276.955
47.2	5	0	99.899	280.747
387.5	8	0	229.452	292.53
90.72	5	0	275.721	281.958
192.9	9	0	344.601	285.436
1.299	4	0	351.625	277.345
65.6	4	0	470.177	280.609
28.15	4	0	106.329	279.816
11.91	4	0	173.791	279.695
3.681	4	0	351.059	278.504
229.9	6	1	9.232	286.633
44.82	4	0	315.83	283.134
428.7	10	0	413.26	291.992
541.5	11	0	464.667	293.386
305.9	7	0	374.582	294.5
33.13	4	0	403.172	283.454
179.7	7	0	287.722	288.226
32.69	4	0	335.487	284.395
415.3	9	0	486.642	295.892
6.279	4	0	293.612	283.982
113.7	5	0	181.481	289.472
303.1	9	0	306.897	291.687
26.63	5	0	331.03	286.172
270.6	7	0	99.851	291.418
115.2	5	0	359.841	288.474
72.53	5	0	191.824	291.279
48.06	4	1	497.457	290.204
672.7	8	0	258.058	300.123
140.1	5	0	15.761	294.328
102.0	5	0	221.094	292.573
157.2	5	0	275.879	294.053
90.5	6	0	324.072	291.43
429.3	9	0	387.008	303.88
3.681	3	0	476.897	288.361
124.1	7	0	353.199	295.771
131.9	7	0	370.469	305.017
413.1	9	0	29.236	302.385
63.0	9	0	335.23	291.759
98.73	4	0	429.387	294.554
132.1	5	0	51.896	295.585
247.3	6	0	129.108	296.167
127.5	7	0	158.714	298.558
9.526	3	0	22.602	291.792
329.5	8	0	118.581	302.105
15.8	5	0	398.339	292.272
66.9	5	0	363.859	297.536
257.2	7	0	295.111	301.723
586.7	9	0	184.348	315.092
219.8	8	0	42.537	303.658
3.248	4	0	92.05	293.785
2.382	4	0	92.955	294.212
817.3	10	0	340.796	319.874
24.47	7	0	90.27	299.622
92.88	5	0	239.125	305.081
448.2	8	0	320.884	307.497
55.21	4	1	497.365	298.996
180.1	7	0	171.073	303.282
37.24	5	0	283.77	298.467
126.2	6	0	397.173	303.196
311.3	7	1	7.9	306.661
263.3	5	0	199.239	304.426
72.96	5	0	440.199	300.945
170.0	6	0	63.191	303.492
78.81	5	0	141.797	303.056
163.7	8	0	223.12	306.182
366.3	9	0	429.146	309.934
9.31	4	0	150.686	300.873
80.54	6	0	278.165	305.199
21.43	5	0	360.397	303.043
11.26	5	1	496.577	303.709
501.9	7	0	102.087	310.636
132.9	6	0	351.917	307.316
104.1	7	0	449.049	307.709
255.0	6	0	412.76	309.68
24.68	4	0	51.998	304.085
242.5	10	0	150.067	311.44
18.84	4	0	306.753	304.134
165.6	8	0	476.524	309.814
72.1	7	0	494.324	308.33
78.59	8	0	74.857	307.63
6.712	4	0	346.315	306.447
51.53	6	0	364.737	308.918
4.763	4	0	390.727	305.51
15.37	4	0	160.254	305.853
56.72	4	0	285.833	308.836
25.11	3	0	457.729	307.103
118.9	6	0	210.572	311.697
109.8	6	0	53.077	311.418
24.25	5	0	133.058	310.408
109.8	6	0	302.913	312.061
207.8	7	0	403.212	318.14
306.6	7	0	166.671	318.724
1.299	4	0	216.375	307.511
2.598	4	1	499.75	308.594
759.7	11	0	365.546	328.457
171.9	8	0	443.339	316.036
102.4	7	0	461.485	312.69
235.3	7	0	136.635	318.424
161.9	6	0	17.361	317.581
3.897	3	0	82.028	309.508
86.82	8	0	81.546	312.936
212.6	6	0	253.023	315.295
110.0	6	0	64.958	314.869
144.2	8	0	286.345	314.867
43.95	4	0	331.483	314.794
40.7	5	0	313.458	316.726
33.13	6	1	498.265	315.375
280.6	8	0	214.329	324.783
41.79	5	0	393.851	316.438
4.547	3	1	0.488	313.439
15.59	5	0	73.076	313.934
167.6	5	0	198.392	318.277
99.38	6	0	236.302	316.184
267.6	9	0	270.386	322.812
38.75	5	0	493.155	315.531
32.48	4	0	25.583	315.794
59.76	4	0	125.289	316.151
89.42	5	0	226.214	318.586
51.31	5	0	254.552	318.966
129.9	5	0	468.978	319.421
7.794	4	0	377.556	315.378
15.16	3	0	82.1	316.495
1.949	4	0	488.667	314.848
76.86	5	0	45.142	318.799
25.55	4	0	351.648	317.589
3.464	4	0	451.797	314.882
135.5	7	0	454.402	321.887
405.3	6	1	6.075	332.707
54.99	6	0	29.639	319.061
36.81	5	0	88.385	318.494
398.4	7	0	111.408	325.172
455.3	8	0	305.624	327.857
196.2	6	0	473.74	325.022
179.7	9	0	489.169	323.867
259.8	8	0	56.716	325.069
159.3	7	0	71.302	326.096
727.7	11	0	31.764	337.067
157.2	9	0	416.065	325.966
114.3	7	0	79.522	322.933
31.83	4	0	280.862	320.191
23.82	3	0	410.941	320.532
25.33	5	0	327.231	321.325
113.7	7	0	355.061	324.36
56.08	4	0	162.693	323.776
118.4	5	0	288.385	324.976
215.4	8	0	434.852	331.001
11.91	6	0	497.346	321.264
1.732	4	1	499.625	320.213
23.17	5	0	22.757	322.623
657.7	11	0	155.158	338.259
385.2	6	0	200.484	335.26
382.4	9	0	233.957	331.172
276.0	9	0	91.158	332.042
4.547	4	0	425.107	321.893
77.08	7	0	248.777	325.851
100.9	6	0	387.439	325.331
6.062	4	1	499.554	323.615
283.4	6	0	323.247	330.559
180.1	7	0	398.997	329.928
13.86	4	0	430.984	324.773
23.6	3	0	224.048	325.185
131.6	6	0	424.005	330.758
115.2	7	0	258.557	329.354
38.11	7	0	280.487	328.28
8.011	4	0	444.203	324.596
34.42	6	1	497.516	327.619
2.165	3	0	254.275	324.63
4.763	4	0	446.614	325.035
1.732	4	0	144.031	324.814
410.5	9	0	122.119	338.951
245.3	8	0	459.055	336.261
108.0	6	0	139.361	331.866
85.3	5	0	18.142	333.173
23.38	5	0	133.887	327.506
171.5	7	0	446.058	334.304
3.031	3	0	65.179	327.481
25.11	4	0	483.466	329.172
8.011	4	0	175.77	329.16
86.17	5	0	288.216	333.852
59.97	4	0	53.261	332.302
69.5	7	0	270.563	333.617
64.3	6	0	387.959	333.138
173.9	6	0	184.517	338.058
286.2	7	0	478.567	337.81
46.33	5	0	106.109	333.701
141.6	5	0	80.743	341.303
249.6	6	0	247.729	338.646
19.27	5	0	496.127	333.035
168.9	8	0	72.143	339.6
47.41	5	0	417.048	336.342
1.949	4	1	499.75	332.409
838.5	9	0	52.238	350.337
129.3	8	0	171.443	338.963
391.7	8	0	218.182	347.562
47.41	6	0	279.94	336.898
368.9	7	0	291.964	346.071
62.14	7	0	491.649	338.473
471.1	10	0	405.638	347.631
1.083	4	0	275.75	333.853
1.516	3	0	383.571	334.41
26.63	5	1	497.827	336.775
100.5	5	0	102.277	339.863
32.04	5	0	274.417	337.303
264.6	9	0	383.961	345.89
303.1	10	0	328.557	346.986
46.77	3	0	226.468	342.577
12.34	4	0	269.842	338.555
36.59	4	0	392.521	339.405
261.1	7	0	137.338	346.109
27.71	6	0	265.027	339.847
270.8	7	0	369.36	347.12
57.16	5	0	439.501	342.406
28.36	4	0	109.412	342.583
245.5	6	0	307.095	347.806
221.1	8	0	431.706	346.773
161.1	5	0	181.195	347.538
155.2	4	0	262.026	350.545
5.629	4	0	416.712	340.448
155.0	5	1	496.742	350.708
6.279	3	0	165.5	341.363
161.1	8	0	12.292	347.604
366.8	12	0	273.912	351.955
71.01	5	0	448.396	345.112
170.8	6	0	465.759	348.796
351.4	10	0	83.654	354.633
134.7	6	0	419.637	350.712
47.63	6	0	488.103	347.168
1310.0	16	0	241.447	363.001
307.2	11	0	105.342	354.168
4.98	4	0	340.054	344.998
4.114	3	0	20.579	345.863
11.04	4	0	454.98	347.022
137.9	7	0	340.651	352.547
42.22	6	0	171.924	349.113
311.1	8	0	195.678	354.615
1.299	4	0	340.125	346.049
216.7	7	0	474.929	355.555
13.86	4	0	95.379	351.451
430.6	9	0	343.817	365.878
74.91	4	0	69.835	353.651
150.3	5	0	313.319	357.564
594.3	11	0	449.476	365.148
35.72	4	0	167.255	353.659
136.6	6	0	129.921	354.667
173.2	6	0	388.533	359.105
86.39	5	0	427.053	355.383
184.9	7	0	490.158	360.613
6.495	4	0	120.483	352.213
112.8	6	0	355.09	356.266
229.9	7	1	10.553	359.452
58.89	7	0	23.112	357.111
294.7	8	0	176.702	362.557
2.382	3	1	0.409	354.204
99.16	4	0	319.198	359.714
50.45	6	0	364.806	357.053
34.64	5	0	118.219	357.122
85.95	4	0	478.581	357.603
58.24	5	0	141.566	360.04
29.01	5	0	146.03	357.352
223.4	7	0	158.532	361.354
182.5	7	0	209.849	364.404
179.5	6	0	396.613	366.43
47.85	4	0	461.637	359.544
29.66	4	0	287.827	357.982
43.08	7	0	377.539	358.933
157.6	5	0	93.383	363.197
666.4	8	0	430.631	376.026
72.96	6	0	29.672	361.395
20.14	5	0	131.524	358.344
421.3	10	0	299.09	369.263
77.51	4	1	2.365	367.692
3.248	3	0	380.8	358.073
179.5	6	0	39.343	368.427
209.1	7	0	326.334	367.166
16.24	4	0	333.48	360.059
444.3	9	0	411.688	371.573
4.33	5	0	370.163	359.032
9.526	4	0	374.358	360.788
43.08	5	0	70.06	361.742
37.67	5	0	285.068	362.091
72.75	7	0	124.188	364.197
35.51	6	0	374.105	364.135
112.2	6	0	133.851	364.664
283.6	9	0	149.129	372.325
76.43	5	0	115.613	363.761
49.36	5	0	357.485	364.213
514.0	12	0	365.078	376.388
180.8	7	0	63.699	369.175
117.8	5	0	192.553	367.695
83.35	5	0	201.566	367.265
91.8	6	0	480.855	367.198
150.9	8	0	18.402	369.65
7.361	3	0	275.868	362.839
77.08	7	0	280.183	367.024
27.5	4	0	421.132	365.126
19.05	4	0	26.472	364.243
3.248	3	0	216.233	363.327
82.92	6	0	380.46	368.448
183.8	7	0	467.085	371.336
8.877	5	0	104.567	364.776
105.7	8	0	271.735	369.164
7.361	4	0	372.566	365.144
1.516	4	0	105.179	364.782
247.0	8	0	76.204	376.422
205.2	6	1	494.373	375.208
186.8	5	0	90.917	372.92
97.21	5	0	29.3	371.604
375.9	10	0	119.28	376.65
74.48	6	0	286.374	372.327
1.083	3	0	165.5	367.541
62.79	5	0	135.753	371.571
288.4	8	0	172.904	376.652
42.87	7	0	315.096	371.131
75.13	4	0	352.352	373.104
138.3	5	0	382.868	375.292
45.25	4	0	9.181	372.621
92.02	7	0	50.175	374.149
14.72	4	0	128.647	371.308
3.897	4	0	486.444	370.659
108.5	6	0	478.834	376.169
61.27	4	0	91.14	378.343
5.413	3	0	267.18	372.634
31.83	4	0	311.371	374.995
371.7	7	0	162.158	386.252
3.031	5	0	264.839	372.36
506.2	8	0	196.093	382.872
18.19	4	0	214.128	374.602
27.93	4	0	321.471	376.516
1.732	3	0	57.094	373.203
102.6	7	0	100.997	378.366
30.74	6	0	280.292	376.502
347.1	6	0	112.24	390.3
862.6	14	0	268.908	393.865
259.8	6	1	5.959	385.143
90.72	7	0	58.066	380.828
168.9	5	0	460.269	381.501
13.42	5	0	209.807	375.492
8.444	4	0	274.583	375.333
149.0	5	0	316.675	384.034
449.9	10	0	328.021	389.242
90.28	6	0	41.284	380.934
212.6	7	0	136.099	383.598
441.5	9	0	218.393	388.166
8.444	4	0	283.308	377.254
149.8	7	0	29.372	381.275
570.9	12	0	302.223	392.326
194.9	7	0	390.55	382.259
420.9	7	0	16.117	394.314
104.4	5	0	65.975	383.051
195.7	7	0	404.301	387.572
46.98	5	0	51.963	382.436
1072.0	10	1	480.895	399.131
101.8	5	0	250.97	383.071
13.86	4	0	239.219	380.009
71.23	4	0	233.743	382.981
35.51	5	0	243.152	382.936
110.9	7	0	287.394	386.281
248.3	8	0	48.122	392.724
15.59	5	0	348.295	382.994
246.0	7	0	342.227	393.731
54.13	5	0	145.38	386.871
463.8	9	0	92.891	392.181
23.17	5	0	452.297	386.656
221.5	6	0	442.415	393.219
216.9	6	0	181.611	394.071
86.6	5	0	382.898	389.006
188.1	9	0	29.059	396.072
348.8	10	0	236.349	394.826
14.07	5	0	281.773	389.025
75.99	4	0	362.605	389.249
70.8	3	1	497.082	390.298
167.4	6	0	353.168	395.2
8.011	3	0	411.284	386.879
95.7	6	0	460.515	391.449
164.5	6	0	72.3	393.173
29.66	6	0	415.407	389.355
35.94	6	0	59.509	389.378
9.959	5	0	37.054	389.391
111.7	5	0	252.543	393.969
119.7	6	0	396.159	396.057
52.18	5	0	476.334	393.747
25.33	5	0	49.209	392.221
31.39	4	0	36.326	393.555
46.77	5	0	136.078	395.058
103.5	6	0	141.835	396.894
218.7	8	0	155.748	399.404
59.97	6	0	372.194	392.814
213.9	6	0	122.181	399.955
93.53	4	0	205.88	396.434
491.5	8	0	453.82	407.552
48.28	7	0	285.33	395.385
85.95	4	0	413.934	396.234
504.2	9	0	65.985	412.164
6.712	3	0	288.621	393.469
17.1	3	0	315.155	395.242
313.3	11	0	383.898	401.218
363.7	8	0	424.551	402.292
277.1	10	0	365.141	403.355
91.37	5	0	175.273	401.134
16.24	4	0	165.15	398.863
61.05	6	0	193.073	399.109
217.6	5	1	3.682	411.005
2.382	3	0	374.25	396.679
93.75	6	0	405.842	402.065
34.86	4	0	77.339	400.782
65.6	6	0	36.979	401.843
421.8	10	0	203.229	409.272
292.1	8	0	247.085	406.865
38.11	6	0	284.936	401.42
2.598	4	0	289.833	399.31
143.5	5	0	331.187	404.822
30.31	5	0	51.407	400.803
234.9	6	0	51.715	407.998
33.34	5	0	90.956	401.384
107.8	7	0	131.063	406.011
13.42	4	0	135.673	402.206
105.4	7	0	146.033	405.571
87.69	5	0	264.961	404.087
8.444	3	0	281.577	403.39
37.46	5	0	289.981	403.751
213.5	7	0	172.574	409.362
14.94	5	0	315.518	403.675
44.6	7	0	220.897	403.406
46.98	5	0	100.619	404.787
73.83	5	0	347.673	405.765
109.6	6	0	80.085	409.305
47.63	7	0	187.519	406.424
109.1	4	0	88.743	408.36
19.27	4	0	400.978	406.098
15.37	3	0	21.173	404.879
116.3	5	0	431.249	410.152
26.63	5	0	32.697	406.254
10.18	3	0	194.186	405.475
18.4	4	0	217.821	407.006
68.63	8	0	230.045	407.675
1.516	3	0	227.464	403.753
168.0	9	0	301.206	409.735
2.382	3	0	233.75	405.261
1.083	3	0	29.05	405.56
642.4	12	0	117.92	417.017
94.83	9	0	318.93	409.533
311.1	11	0	281.287	416.3
84.0	6	0	397.269	410.584
450.8	9	0	40.083	423.148
1.516	3	0	164.429	406.661
329.3	9	0	22.41	415.32
71.88	7	0	95.454	411.869
25.33	4	0	222.5	408.845
67.12	4	0	362.205	413.524
45.25	6	0	339.315	410.639
165.0	8	0	409.736	413.746
256.6	9	0	160.144	415.734
199.8	7	0	353.848	416.173
1.083	3	0	375.35	408.504
42.0	5	0	139.58	412.826
254.2	7	0	180.71	420.293
617.5	10	0	378.957	423.455
61.92	6	0	146.45	412.865
49.58	5	0	373.087	413.191
28.36	4	0	390.775	412.46
123.4	6	0	324.44	419.393
59.32	5	0	330.405	414.103
533.5	9	0	217.989	423.306
20.78	4	0	231.685	412.576
634.1	10	0	244.722	424.873
15.37	3	0	309.194	413.747
284.1	8	0	427.628	419.398
321.5	8	0	337.594	424.98
299.6	10	0	309.837	423.186
28.15	5	0	302.25	415.846
3.897	4	1	499.597	414.61
122.1	6	0	444.813	420.391
33.77	4	0	475.97	416.778
307.0	8	0	487.605	421.709
13.21	4	0	98.57	416.495
2.598	4	0	135.958	415.764
84.87	5	0	50.732	421.869
261.8	8	0	83.024	423.919
117.6	7	0	398.254	422.464
46.98	5	0	138.161	419.843
110.9	5	0	8.577	423.867
49.8	4	0	281.37	420.858
11.04	3	0	319.838	417.551
268.5	6	0	467.981	426.614
67.98	5	0	90.22	426.981
704.1	12	0	143.228	438.032
35.07	4	0	267.395	420.07
411.4	7	0	193.902	429.118
47.63	5	1	498.336	426.427
5.196	4	0	149.615	418.489
72.75	5	0	404.612	425.226
39.84	6	0	290.749	420.138
216.5	6	0	351.435	428.883
242.9	6	0	158.443	429.127
46.98	5	0	411.063	423.118
145.7	6	0	452.275	428.243
380.4	7	0	100.872	430.86
8.011	4	0	293.858	421.93
1.516	4	0	498.286	420.765
109.6	7	0	285.178	427.476
60.19	4	0	169.964	427.371
24.68	5	0	293.687	425.45
141.2	5	0	433.305	428.044
57.81	7	0	298.339	426.668
210.4	7	0	264.469	431.822
326.1	8	0	23.14	432.704
50.88	6	0	441.178	429.79
142.7	5	0	54.471	433.292
198.3	5	0	68.355	431.895
122.5	5	0	123.031	431.507
169.5	6	0	323.454	432.32
39.84	5	0	409.008	430.241
77.73	5	0	415.667	431.808
7.578	4	0	112.736	429.759
60.62	4	0	385.275	430.844
129.3	5	0	477.966	434.846
448.6	8	1	7.9	445.101
24.25	5	0	275.531	430.523
17.32	5	0	291.603	430.918
171.0	6	0	489.977	436.426
97.86	6	0	424.621	434.183
224.1	9	0	303.239	438.46
487.1	9	0	252.544	449.599
337.1	8	0	177.418	441.996
115.2	5	0	206.65	439.01
14.51	4	0	294.81	433.058
572.9	11	0	458.368	447.098
257.0	9	0	437.477	440.599
327.4	7	0	223.113	441.822
281.2	8	0	363.094	441.704
714.5	9	0	111.907	447.824
184.0	7	0	284.217	437.175
397.1	9	0	384.689	441.276
4.33	4	0	497.275	433.446
16.89	5	0	314.176	435.75
399.0	10	0	342.966	446.391
23.6	6	0	399.835	435.38
161.5	6	1	496.013	446.615
34.42	3	0	37.237	436.85
289.3	9	0	411.282	443.615
51.31	4	0	130.142	439.366
239.9	7	0	70.643	442.408
193.8	7	0	269.201	444.934
99.81	6	0	86.233	440.857
29.88	5	0	322.1	438.651
5.196	4	0	453.031	437.072
17.75	3	0	16.86	440.268
59.54	6	0	422.652	442.405
43.52	3	0	242.944	440.947
3.031	3	0	353.107	438.209
59.54	5	0	162.516	441.248
76.43	6	0	234.939	444.383
46.77	4	0	453.58	441.366
40.05	4	0	187.868	442.858
71.23	6	0	317.869	443.979
24.47	5	0	328.637	440.286
561.2	11	0	40.473	448.787
105.7	6	0	328.698	445.364
152.2	6	0	197.467	446.583
184.5	7	0	480.55	446.73
344.2	8	0	286.874	449.845
93.31	4	0	309.816	446.662
226.7	7	0	396.754	451.815
62.14	6	0	19.728	447.865
28.36	5	0	130.945	445.134
477.2	8	0	170.059	458.433
52.61	5	0	207.787	448.4
102.6	6	0	89.837	450.182
85.09	4	0	155.84	449.969
300.9	7	0	236.223	459.031
9.959	5	0	82.147	448.197
314.4	8	0	70.17	455.938
3.031	3	0	426.232	447.395
196.8	6	0	62.43	463.79
256.6	8	0	215.521	457.298
16.24	3	0	355.137	448.584
60.84	6	0	189.95	452.022
471.6	10	0	426.972	464.247
165.4	7	0	320.149	455.298
22.52	3	0	386.154	450.716
193.3	6	0	307.132	459.195
48.28	3	0	260.83	452.76
129.9	6	0	359.408	455.239
56.94	4	0	475.266	454.291
95.26	5	0	370.349	454.199
122.8	6	0	84.03	458.207
43.95	5	0	228.287	454.116
68.42	5	0	409.85	454.677
38.75	4	1	1.742	456.224
15.8	5	0	16.127	453.839
106.7	5	0	52.751	459.01
139.9	6	0	489.179	457.706
12.34	5	0	20.86	453.752
51.31	4	0	19.496	457.956
224.5	7	0	379.743	460.035
40.27	4	0	419.368	455.087
247.5	6	0	443.132	460.484
365.5	8	0	269.452	463.177
103.1	7	0	200.449	457.247
501.9	9	0	331.929	470.748
406.2	6	0	349.07	467.406
105.4	5	0	126.319	458.103
576.1	9	0	151.768	467.978
170.0	5	0	186.986	462.828
211.1	9	0	299.278	464.287
406.6	8	0	30.348	466.285
118.9	5	0	455.219	462.1
599.1	11	0	95.631	470.231
26.2	4	0	291.234	458.367
67.55	6	0	479.747	461.747
6.062	3	0	78.875	459.117
78.38	5	0	136.217	460.283
46.55	5	0	286.865	461.543
365.9	9	0	408.964	468.736
53.91	6	0	471.914	461.505
1.516	4	0	498.393	457.942
39.4	4	0	224.464	462.858
57.37	8	0	14.319	466.062
21.87	5	1	499.04	462.826
273.2	7	0	388.843	470.469
200.7	6	0	393.573	478.315
287.7	10	0	365.55	472.143
157.6	6	1	4.776	469.079
38.97	4	0	203.708	463.824
269.6	10	1	489.287	470.084
157.0	6	0	114.995	467.981
298.8	10	0	195.985	473.819
30.96	5	0	312.028	464.171
701.3	11	1	465.932	481.254
138.8	5	0	210.307	469.742
372.0	7	0	249.627	473.224
6.495	4	0	41.167	464.045
192.9	7	0	127.414	469.593
75.99	5	0	318.751	466.958
301.2	7	0	50.529	473.103
214.6	7	0	279.255	474.52
102.6	7	0	76.919	470.07
73.18	5	0	289.35	468.281
51.31	4	0	475.689	469.425
172.3	7	0	223.874	473.173
55.86	4	0	437.162	471.539
1.299	3	0	498.375	467.004
37.67	4	0	377.03	469.508
13.64	4	0	314.278	470.527
248.3	6	0	448.62	477.181
37.02	6	0	11.401	473.832
125.4	7	0	22.342	476.076
17.75	5	0	374.61	472.343
427.4	7	0	175.719	481.898
21.0	4	0	184.214	472.881
95.05	6	0	314.735	474.922
279.7	7	0	141.034	482.09
171.5	6	0	233.581	480.397
136.0	7	0	291.643	478.431
61.92	4	1	496.718	478.581
201.6	8	0	116.442	482.79
547.5	8	1	38.424	488.86
17.97	4	0	71.75	475.464
35.29	7	0	300.328	476.548
353.6	8	0	67.425	485.35
36.37	5	0	77.336	477.356
16.45	5	0	123.059	477.055
313.1	9	1	413.347	489.443
155.2	6	0	210.578	480.986
91.8	6	0	381.097	481.616
45.03	5	0	265.406	479.27
298.1	9	1	487.865	488.521
118.2	8	1	7.339	481.793
155.2	8	0	312.388	482.067
82.92	6	0	433.263	480.412
5.846	3	1	0.5	478.559
4.98	3	0	17.196	478.159
94.18	5	0	400.855	482.909
31.61	5	0	15.156	480.754
152.9	7	0	355.948	485.12
27.06	5	0	243.504	481.836
14.51	4	0	303.631	481.168
3.464	5	0	128.469	478.317
62.79	5	0	344.113	483.168
84.44	5	0	79.698	487.032
110.0	5	0	102.573	484.789
266.7	7	1	130.351	490.655
98.29	6	0	274.839	484.284
1.949	4	0	123.583	480.019
4.33	3	0	301.413	480.536
207.2	7	0	154.245	488.646
96.99	5	0	260.677	484.095
25.76	4	0	217.899	484.974
75.34	6	0	225.0	485.852
22.3	5	0	370.82	482.191
92.66	7	0	422.013	487.167
55.21	5	0	376.839	485.64
214.1	7	1	442.066	490.911
14.51	4	0	109.112	483.94
31.39	7	0	298.85	483.837
193.6	7	0	19.044	489.993
232.1	8	1	326.898	489.932
51.1	5	1	498.27	489.35
305.3	7	1	89.762	492.173
64.95	5	0	185.431	489.456
32.26	5	0	368.0	485.189
29.88	4	0	479.439	486.801
212.4	7	1	204.278	492.526
30.09	7	0	284.666	485.909
5.413	3	0	405.61	485.095
13.42	4	0	363.383	486.238
4.763	3	1	0.557	485.703
41.35	4	0	163.825	488.643
152.6	6	1	192.195	492.37
486.9	7	1	234.035	493.326
35.29	4	0	292.391	486.794
302.9	7	1	296.853	493.341
99.38	5	0	431.898	488.844
46.12	6	0	110.556	490.386
241.4	8	1	263.181	493.288
174.5	7	0	343.848	492.627
161.9	7	1	6.422	493.759
186.6	8	1	369.361	493.765
90.72	6	0	397.405	492.273
79.02	6	1	59.69	494.136
49.58	5	0	276.566	491.679
90.93	5	1	311.944	493.753
122.8	9	1	384.163	494.867
20.78	5	0	212.576	492.981
34.21	4	0	105.495	492.568
56.72	5	1	281.613	495.346
94.18	4	1	451.483	496.04
3.031	4	0	425.429	491.655
80.76	6	1	476.733	495.834
179.9	6	1	168.375	496.618
72.53	3	1	51.97	496.51
107.4	5	1	117.462	496.301
83.57	3	1	321.647	497.048
82.71	5	1	356.1	496.049
7.145	5	0	425.053	493.254
68.63	6	1	428.347	496.744
42.44	5	1	142.453	496.584
1.732	4	0	422.813	493.634
9.526	4	0	146.523	495.209
54.13	5	1	103.823	497.567
30.74	3	1	252.537	497.87
33.77	4	1	67.186	497.837
36.16	4	1	402.296	497.949
21.0	5	1	496.624	498.018
24.25	5	1	393.844	498.212
9.743	3	1	492.806	498.109
16.67	5	1	75.01	498.42
22.08	4	1	275.934	498.181
4.33	4	1	499.013	497.12
19.05	4	1	149.236	498.53
15.37	4	1	184.215	498.605
9.959	3	1	377.342	498.633
3.464	3	1	0.531	498.777
11.04	4	1	16.353	498.457
26.85	3	1	340.643	498.785
13.21	4	1	459.689	498.76
11.91	4	1	21.0	499.004
3.464	3	1	195.672	499.453
1.732	3	1	480.438	499.588
1.299	3	1	348.25	499.697
1.299	3	1	388.25	499.697
1.299	4	1	471.75	499.697
